,Blog title,Blog date,Blog image URL,Blog likes count
355,"Making Cents of RevGain: An Interview With the Revenue Manager at St. George Lycabettus Hotel, Greece","April 20, 2016",https://rategain.com/blog/making-cents-of-revgain-an-interview-with-the-revenue-manager-at-st-george-lycabettus-hotel-greece/,0 likes
356,Tapping the potential of emerging markets,"April 19, 2016",https://rategain.com/blog/tapping-the-potential-of-emerging-markets/,0 likes
357,"Unity for Revenue Management: An Interview With the Revenue Analyst at The Manila Hotel, Philippines","April 14, 2016",https://rategain.com/blog/unity-for-revenue-management-an-interview-with-the-revenue-analyst-at-the-manila-hotel-philippines/,0 likes
358,How to Choose the Right Rate Optimisation Tool for Your Hotel?,"April 6, 2016",https://rategain.com/blog/how-to-choose-the-right-rate-optimisation-tool-for-your-hotel/,0 likes
359,New partnerships underscore benefits of DHISCO’s ‘direct-to-many’ solutions,"April 4, 2016",https://rategain.com/blog/new-partnerships-underscore-benefits-of-dhiscos-direct-to-many-solutions/,0 likes
360,Airbnb: An Alternate Lodging Threat to Hotels?,"March 21, 2016",https://rategain.com/blog/airbnb-an-alternate-lodging-threat-to-hotels/,0 likes
361,21 Points to Consider while Buying a Rate Shopping Tool for Your Hotel,"March 9, 2016",https://rategain.com/blog/21-points-to-consider-while-buying-a-rate-shopping-tool-for-your-hotel/,0 likes
362,Did You Know? It’s critical to Push Rates along with Occupancy,"February 19, 2016",https://rategain.com/blog/critical-to-push-rates-along-with-occupancy/,0 likes
363,Hotel Demand Forecasting: Top 3 Ways Hoteliers Can Leverage this Strategic Management Tool,"February 12, 2016",https://rategain.com/blog/hotel-demand-forecasting-top-3-ways-hoteliers-can-leverage-this-strategic-management-tool/,0 likes
364,7 Quick Tips For Your Hotel Pre-Opening In 2017,"February 12, 2016",https://rategain.com/blog/7-quick-tips-for-your-hotel-pre-opening-in-2017/,0 likes
365,Zika virus outbreak:  Is tourism industry in Central and South America on risk?,"February 8, 2016",https://rategain.com/blog/zika-virus-outbreak-impact-on-tourism-in-central-and-south-america/,0 likes
366,How to make 35% more revenue? Tap the power of Scientific Pricing,"January 27, 2016",https://rategain.com/blog/tap-the-power-of-scientific-pricing/,0 likes
367,Want to Maximize Your Hotel Revenue? Get Your Room Forecast Accurate ASAP,"January 8, 2016",https://rategain.com/blog/want-to-maximize-your-hotel-revenue-get-your-room-forecast-accurate-asap/,0 likes
368,9 Undeniable Advantages of Hotel Room Forecasting,"January 3, 2016",https://rategain.com/blog/9-undeniable-advantages-of-hotel-room-forecasting/,0 likes
369,Golden Rules to Make the Most of Your Hotel’s Facebook Page,"December 15, 2015",https://rategain.com/blog/make-the-most-of-your-hotels-facebook-page/,0 likes
370,DHISCO’s big data challenge,"December 10, 2015",https://rategain.com/blog/dhiscos-big-data-challenge/,0 likes
371,A Revenue Management mistake that you need to avoid today,"October 23, 2015",https://rategain.com/blog/a-revenue-management-mistake-that-you-need-to-avoid-today/,0 likes
372,The UK RevPAR Growth Story: Promises and Challenges,"October 19, 2015",https://rategain.com/blog/the-uk-revpar-growth-story-promises-and-challenges/,0 likes
373,August 2015: Parity Performance. Where Does Your City Stand? – Latin America,"September 28, 2015",https://rategain.com/blog/august-2015-parity-performance-where-does-your-city-stand-latin-america/,0 likes
374,Introducing BrandGain Restaurant Module,"September 18, 2015",https://rategain.com/blog/introducing-brandgain-restaurant-module/,0 likes
375,"Q&A with new DHISCO CEO Toni Portmann, on taking Pegasus beyond the hotel switch","September 16, 2015",https://rategain.com/blog/q-and-a-with-new-dhisco-ceo-toni-portmann-on-taking-pegasus-beyond-the-hotel-switch/,0 likes
376,Revenue optimisation love story: Grandhotel Zvon  achieves 34% growth in revenue with scientific pricing,"September 16, 2015",https://rategain.com/blog/revenue-optimisation-love-storygrandhotel-zvon-achieves-34-growth-in-revenue-with-scientific-pricing/,0 likes
377,Scientific pricing is no longer the Lamborghini you can never have.,"September 14, 2015",https://rategain.com/blog/scientific-pricing-is-no-longer-the-lamborghini-you-can-never-have/,0 likes
378,"As other hotel distribution fees rise, DHISCO represents less than 1% of booking costs","August 5, 2015",https://rategain.com/blog/as-other-hotel-distribution-fees-rise-dhisco-represents-less-than-1-of-booking-costs/,0 likes
379,UNT Big Data Challenge,"July 21, 2015",https://rategain.com/blog/unt-big-data-challenge/,0 likes
380,How to improve your hotel's online reputation using a 100 year old mathematics principle,"July 16, 2015",https://rategain.com/blog/how-to-improve-your-hotels-online-reputation-using-a-100-year-old-mathematical-principle/,0 likes
381,Total Pricing,"July 13, 2015",https://rategain.com/blog/dhisco-shop-total-pricing/,0 likes
382,Update from HEDNA Barcelona: Forecast is sunny,"June 12, 2015",https://rategain.com/blog/update-from-hedna-barcelona-forecast-is-sunny/,0 likes
383,RevPar Growth in Europe: The top three cities,"June 4, 2015",https://rategain.com/blog/revpar-growth-in-europe-the-top-three-cities/,0 likes
384,The news for the hotel industry just keeps getting better,"May 19, 2015",https://rategain.com/blog/the-news-for-the-hotel-industry-just-keeps-getting-better/,0 likes
385,Three important elements your Revenue Management system is missing,"April 29, 2015",https://rategain.com/blog/three-important-elements-your-revenue-management-system-is-missing/,0 likes
386,5 ways to Maximize Hotel Revenues in the Era of Mobile Bookings,"April 21, 2015",https://rategain.com/blog/5-ways-to-maximize-hotel-revenues-in-the-era-of-mobile-bookings/,0 likes
387,Will airbnb disrupt the hotel business or just play on the sidelines?,"April 14, 2015",https://rategain.com/blog/will-airbnb-disrupt-the-hotel-business-or-just-play-on-the-sidelines/,0 likes
388,3 Questions RateGain will Answer for you at WTM Latin America,"March 23, 2015",https://rategain.com/blog/3-questions-rategain-will-answer-for-you-at-wtm-latin-america/,0 likes
389,5 Key Highlights of Super Successful RateGain’s Hotel Revenue Summit 2015 Jakarta,"March 19, 2015",https://rategain.com/blog/5-key-highlights-of-super-successful-rategains-hotel-revenue-summit-2015-jakarta/,0 likes
390,Reviews and Ratings: A simple way to use them to support your transient pricing strategy,"March 10, 2015",https://rategain.com/blog/reviews-and-ratings-a-simple-way-to-use-them-to-support-your-transient-pricing-strategy/,0 likes
391,ITB Berlin: 5 Steps to Making Your Visit a Success,"February 25, 2015",https://rategain.com/blog/itb-berlin-5-steps-to-making-your-visit-a-success/,0 likes
392,Accor Hotels Partners with RateGain for its Rate Shopping Solution Integration,"February 23, 2015",https://rategain.com/blog/accor-hotels-partners-rategain-rate-shopping-solution-integration/,0 likes
393,RateGain Bags Top Honour at The 2nd Inc. India Innovative100 Conference and Awards Gala,"February 19, 2015",https://rategain.com/blog/rategain-bags-top-honour-2nd-inc-india-innovative100-conference-awards-gala/,0 likes
394,3 Reasons to visit RateGain at ITB Berlin,"February 12, 2015",https://rategain.com/blog/3-reasons-visit-rategain-itb-berlin/,0 likes
395,Top 3 Tips to Price Your Hotel Rooms Right in 2015,"February 12, 2015",https://rategain.com/blog/top-3-tips-price-hotel-rooms-right-2015/,0 likes
396,Europe's Outlook for 2015: What it means for your Hotel,"February 9, 2015",https://rategain.com/blog/europes-outlook-2015-means-hotel/,1 like
397,"RateGain Announces Merril Yu and Sunish Sadasivan as Hotel Revenue Summit, Manila Keynote Speakers","February 6, 2015",https://rategain.com/blog/rategain-announces-merril-yu-sunish-sadasivan-hotel-revenue-summit-manila-keynote-speakers/,1 like
398,"Join RateGain at Hotel Revenue Summit, Manila on February 12th, 2015","February 4, 2015",https://rategain.com/blog/join-rategain-hotel-revenue-summit-manila-february-12th-2015/,1 like
